标题,来源,下载方式,链接
新型冠状病毒肺炎疫情防控常态化下高血压管理中国专家共识,中国医师协会高血压专业委员会,站内免费下载,https://guide.medlive.cn/guideline/22526
地舒单抗在骨质疏松症临床合理用药的中国专家建议,中华医学会骨质疏松和骨矿盐疾病分会(Chinese Medical Association),站内免费下载,https://guide.medlive.cn/guideline/22476
创伤性休克与心搏骤停急救复苏创新技术临床应用专家共识（2020 版）,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/22401
中国宏基因组学第二代测序技术检测感染病原体的临床应用专家共识[本文附更正],《中华传染病杂志》编辑委员会,会员可通过APP阅读,https://guide.medlive.cn/guideline/22392
血液肿瘤患者碳青霉烯类耐药的肠杆菌科细菌（CRE）感染的诊治与防控中国专家共识（2020年版）,"中华医学会血液学分会(CMA,CHINESE MEDICAL ASSOCIATION)",会员可通过APP阅读,https://guide.medlive.cn/guideline/22333
保留乳房治疗专家共识（2020年版）,"中国抗癌协会乳腺癌专业委员会(CACA-CBCS,Chinese Anti-Cancer Association, Committee of Breast Cancer Society)",站内免费下载,https://guide.medlive.cn/guideline/22320
食管癌支架置入临床应用专家共识,"中国医院协会(CHA,Chinese Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/22318
中国食管良恶性狭窄内镜下防治专家共识意见（2020，北京）,"中华医学会内镜学分会(CSDE,Chinese Society of Digestive Endoscopy)",站内免费下载,https://guide.medlive.cn/guideline/22306
宫腔镜诊疗麻醉管理的专家共识,中国心胸血管麻醉学会,站内免费下载,https://guide.medlive.cn/guideline/22235
儿童风湿性疾病相关巨噬细胞活化综合征诊断与治疗专家共识之四—幼年型皮肌炎篇,中国医师协会儿科医师分会风湿免疫专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/22193
儿童风湿性疾病相关巨噬细胞活化综合征诊断与治疗专家共识之三—儿童系统性红斑狼疮篇,中国医师协会儿科医师分会风湿免疫专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/22179
肌张力障碍治疗中国专家共识,中华医学会神经病学分会帕金森病及运动障碍学组,会员可通过APP阅读,https://guide.medlive.cn/guideline/22172
儿童风湿性疾病相关巨噬细胞活化综合征诊断与治疗专家共识之二—全身型幼年特发性关节炎篇,中国医师协会儿科医师分会风湿免疫专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/22170
儿童风湿性疾病相关巨噬细胞活化综合征诊断与治疗专家共识之一—总论篇,中国医师协会儿科医师分会风湿免疫专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/22165
儿童风湿性疾病相关巨噬细胞活化综合征诊断与治疗专家共识之五——川崎病篇,中国医师协会儿科医师分会风湿免疫专业委员会,有其他版本站内免费下载,https://guide.medlive.cn/guideline/22161
大环内酯类抗菌药物急诊成人及儿童临床应用指导意见,"中国医师协会急诊医师分会(CHINESE COLLEGE OF EMERGENCY PHYSICANS,CCEP)",站内免费下载,https://guide.medlive.cn/guideline/22153
中国胃充盈超声检查专家共识,中国医药教育协会,站内免费下载,https://guide.medlive.cn/guideline/22148
不同情况下成人体外膜肺氧合临床应用专家共识（2020）,中国心胸血管麻醉学会,站内免费下载,https://guide.medlive.cn/guideline/22140
喹诺酮类抗菌药物急诊临床应用指导意见,"中国医师协会急诊医师分会(CHINESE COLLEGE OF EMERGENCY PHYSICANS,CCEP)",站内免费下载,https://guide.medlive.cn/guideline/22137
急诊成人细菌性感染诊疗专家共识,"中国医师协会急诊医师分会(CHINESE COLLEGE OF EMERGENCY PHYSICANS,CCEP)",站内免费下载,https://guide.medlive.cn/guideline/22131
肾癌分子靶向药物——阿昔替尼用药安全共识,中国医促会泌尿健康促进分会,站内免费下载,https://guide.medlive.cn/guideline/22130
规范应用心肌肌钙蛋白和利钠肽现场快速检测专家共识（2020 年）,北京精准医学学会,站内免费下载,https://guide.medlive.cn/guideline/22129
肝硬化门静脉血栓管理专家共识（2020年，上海）,中华医学会消化病学分会肝胆疾病协作组,有解读站内免费下载,https://guide.medlive.cn/guideline/22124
女性附件扭转治疗的中国专家共识（2020年版）,中国医师协会微无创医学专业委员会妇科肿瘤( 学组) 专业委员会,站内免费下载,https://guide.medlive.cn/guideline/22122
中国HIV暴露前预防用药专家共识,中国感染病相关专家组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/22119
“清感饮”系列制剂临床应用专家共识,天津市卫生健康委员会,站内免费下载,https://guide.medlive.cn/guideline/22115
中国胃黏膜癌前状态和癌前病变的处理策略专家共识（2020年）,国家消化系疾病临床医学研究中心（上海）,会员可通过APP阅读,https://guide.medlive.cn/guideline/22114
新型冠状病毒肺炎重症、危重症患者院内转运专家共识,中国感染病相关专家组（统称）,站内免费下载,https://guide.medlive.cn/guideline/22108
腹部及外周静脉血管超声若干临床常见问题专家共识,中国超声医学工程学会,站内免费下载,https://guide.medlive.cn/guideline/22061
2020 JCS/JDS共识声明：2型糖尿病以及糖尿病前期患者心血管疾病的诊断，预防和治疗,"日本循环学会(JCS,Japanese Circulation Society)",第三方数据库下载,https://guide.medlive.cn/guideline/22116
2020 AHA科学声明：绝经期过渡和心血管疾病风险—对早期预防时机的影响,"美国心脏协会(AHA,American Heart Association)",站内免费下载,https://guide.medlive.cn/guideline/22121
2020 IDSA临床实践指南：巴贝西虫病的诊断和管理,"美国感染病学会(IDSA,Infectious Diseases Society of America)",站内免费下载,https://guide.medlive.cn/guideline/22123
上海市产科静脉血栓栓塞症防治的专家共识,上海市母婴安全专家委员会,站内免费下载,https://guide.medlive.cn/guideline/22141
2020 欧洲指南：寻常型银屑病的系统治疗—第1部分：治疗和监测建议,"欧洲皮肤病与性病学会(EADV,European Academy of Dermatology and Venereology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/22295
2020 AAO指南：成人眼科综合评估,"美国眼科学会(AAO,American Academy of Ophthalmology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/22588
经皮内镜椎板间入路腰椎管减压椎间盘切除术加速康复专家共识（2020）,中国康复技术转化及发展促进会,站内免费下载,https://guide.medlive.cn/guideline/22100
2020 IDSA/AAN/ACR临床实践指南：莱姆病的预防、诊断和治疗,"美国感染病学会(IDSA,Infectious Diseases Society of America)",站内免费下载,https://guide.medlive.cn/guideline/22109
新型冠状病毒肺炎临床防治方案专家共识,全军传染病学专业委员会,站内免费下载,https://guide.medlive.cn/guideline/22135
2020 SIN/SID联合立场声明：糖尿病患者肾脏活检的适应证,"意大利肾病学会(SIN,Italian Society of Nephrology)",站内免费下载,https://guide.medlive.cn/guideline/22168
2020 KSGE临床实践指南：胃肠内镜检查中抗栓药物的管理,"韩国胃肠内镜学会(KSGE,Korean Society of Gastrointestinal Endoscopy)",站内免费下载,https://guide.medlive.cn/guideline/22102
2020 ACC专家共识决策路径：接受PCI治疗的房颤或静脉血栓栓塞患者以及动脉粥样硬化性心血管疾病患者的抗凝和抗血小板治疗,"美国心脏病学会(ACC,American College of Cardiology)",有解读站内免费下载,https://guide.medlive.cn/guideline/22117
中国胃肠间质瘤内镜下诊治专家共识意见（2020·北京）,"中华医学会内镜学分会(CSDE,Chinese Society of Digestive Endoscopy)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/22296
戈谢病多学科诊疗专家共识（2020）,北京协和医院罕见病多学科协作组,站内免费下载,https://guide.medlive.cn/guideline/22107
生脉类注射剂临床应用中国专家共识,国家中医心血管病临床医学研究中心,站内免费下载,https://guide.medlive.cn/guideline/22098
2020 WHO指南：身体活动和久坐行为,"世界卫生组织(WHO,The World Health Organization)",有解读有翻译站内免费下载,https://guide.medlive.cn/guideline/22096
2020 III期非小细胞肺癌的管理指南,国外肿瘤科相关专家小组（统称）,站内免费下载,https://guide.medlive.cn/guideline/22136
2020 CUA最佳实践报告：散发性血管平滑肌脂肪瘤的治疗,"加拿大泌尿外科协会(CUA,Canadian Urological Association)",第三方数据库下载,https://guide.medlive.cn/guideline/22569
2020 TSANZ立场声明：结缔组织病相关性间质性肺病的诊断和管理,"澳大利亚和新西兰胸科学会(TSANZ,Thoracic Society of Australia and New Zealand)",站内免费下载,https://guide.medlive.cn/guideline/22090
2020 USPSTF建议声明：在有心血管危险因素的成人中提倡健康饮食和体育活动预防心血管疾病的行为咨询干预,"美国预防医学工作组(USPSTF,U.S. Preventive Services Task Force)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/22106
2020 IPC共识声明：银屑病的生物仿制药治疗,"国际银屑病委员会(IPC,International Psoriasis Council)",站内免费下载,https://guide.medlive.cn/guideline/22071
2020 ESMO临床实践指南：新诊断及复发性滤泡性淋巴瘤的诊断，治疗和随访,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",有其他版本站内免费下载,https://guide.medlive.cn/guideline/22110
中等长度静脉导管临床应用专家共识,"中国研究型医院学会(CRHA,Chinese Research Hospital Association)",站内免费下载,https://guide.medlive.cn/guideline/22601
糖尿病患者甲病护理专家共识,中华护理学会,有解读站内免费下载,https://guide.medlive.cn/guideline/22354
2020 共识声明：免疫功能低下者成人社区获得性肺炎的初始治疗策略,国外呼吸科专家组（统称）,第三方数据库下载,https://guide.medlive.cn/guideline/23226
戒毒人员运动处方专家共识,国家卫生健康委员会毒品依赖和戒治重点实验室,站内免费下载,https://guide.medlive.cn/guideline/22776
免疫检查点抑制剂相关心肌炎监测与管理中国专家共识（2020版）,"中国抗癌协会(CACA,Chinese Anti-cancer Association)",站内免费下载,https://guide.medlive.cn/guideline/22222
甲状腺功能亢进症外科治疗中国专家共识（2020版）,中国医师协会外科医师分会,站内免费下载,https://guide.medlive.cn/guideline/22086
肠杆菌目细菌碳青霉烯酶的实验室检测和临床报告规范专家共识,中国感染病相关专家组（统称）,有其他版本站内免费下载,https://guide.medlive.cn/guideline/22074
2020 AHA/ACC指南：肥厚型心肌病的诊断和治疗,"美国心脏协会(AHA,American Heart Association)",有解读有其他版本站内免费下载,https://guide.medlive.cn/guideline/22060
2020 AAST/WSES指南：周围血管损伤的诊断和管理,"美国创伤外科协会(AAST,American Association for the Surgery of Trauma)",站内免费下载,https://guide.medlive.cn/guideline/22085
2020 THS/TSOC共识声明：高血压管理中的家庭血压监测,"台湾高血压学会(THS,Taiwan Hypertension Society)",站内免费下载,https://guide.medlive.cn/guideline/22088
2020 EHNS/ESMO/ESTRO临床实践指南：口腔、喉、口咽和下咽鳞状细胞癌的诊断，治疗和随访,"欧洲头颈学会(EHNS,European Head and Neck Society)",站内免费下载,https://guide.medlive.cn/guideline/22092
2020 ESMO临床实践指南：抗癌药物相关性皮肤毒性的预防和管理,"欧洲肿瘤内科学会(ESMO,European Society for Medical Oncology)",站内免费下载,https://guide.medlive.cn/guideline/22097
